date_issued,author,title,description,link,page,issue
2010/04/19,Roberto Bolaño,Prefiguration of Lalo Cura,,https://newyorker.com/magazine/2010/04/19/prefiguration-of-lalo-cura,42,"April 19, 2010 Issue"
2010/04/12,Ben Loory,The TV,,https://newyorker.com/magazine/2010/04/12/the-tv,42,"April 12, 2010 Issue"
2010/04/05,Janet Frame,Gavin Highly,,https://newyorker.com/magazine/2010/04/05/gavin-highly,42,"April 5, 2010 Issue"
2010/03/29,Joyce Carol Oates,I.D.,,https://newyorker.com/magazine/2010/03/29/i-d,43,"March 29, 2010 Issue"
2010/03/22,Junot Díaz,The Pura Principle,,https://newyorker.com/magazine/2010/03/22/the-pura-principle,43,"March 22, 2010 Issue"
2010/03/15,David Means,The Knocking,,https://newyorker.com/magazine/2010/03/15/the-knocking,43,"March 15, 2010 Issue"
2010/03/08,Jennifer Egan,“Ask Me If I Care”,Fiction: “One thing I’ve noticed: there are no real punk rockers with freckles. They don’t exist.”,https://newyorker.com/magazine/2010/03/08/ask-me-if-i-care,43,"March 8, 2010 Issue"
2010/03/01,Saïd Sayrafiezadeh,Appetite,,https://newyorker.com/magazine/2010/03/01/appetite,43,"March 1, 2010 Issue"
2010/02/15,Claire Keegan,Foster,"A child, sent to stay with foster parents in rural Ireland while her mother gives birth, discovers a tragic secret.",https://newyorker.com/magazine/2010/02/15/foster,43,"February 15, 2010 Issue"
2010/02/08,Roberto Bolaño,William Burns,,https://newyorker.com/magazine/2010/02/08/william-burns,43,"February 8, 2010 Issue"
2010/02/01,Kevin Barry,Fjord of Killary,,https://newyorker.com/magazine/2010/02/01/fjord-of-killary,43,"February 1, 2010 Issue"
2010/01/25,E. O. Wilson,Trailhead,,https://newyorker.com/magazine/2010/01/25/trailhead,43,"January 25, 2010 Issue"
2010/01/18,T. Coraghessan Boyle,A Death in Kitchawank,,https://newyorker.com/magazine/2010/01/18/a-death-in-kitchawank,43,"January 18, 2010 Issue"
2010/01/11,Jennifer Egan,Safari,,https://newyorker.com/magazine/2010/01/11/safari-3,44,"January 11, 2010 Issue"
2010/01/04,Uwem Akpan,Baptizing the Gun,,https://newyorker.com/magazine/2010/01/04/baptizing-the-gun,44,"January 4, 2010 Issue"
2009/12/21,Helen Simpson,Diary of an Interesting Year,,https://newyorker.com/magazine/2009/12/21/diary-of-an-interesting-year,44,"December 21, 2009 Issue"
2009/12/14,David Foster Wallace,All That,“The toy cement mixer is the origin of the religious feeling that has informed most of my adult life.”,https://newyorker.com/magazine/2009/12/14/all-that-2,44,"December 14, 2009 Issue"
2009/12/07,Ian McEwan,The Use of Poetry,,https://newyorker.com/magazine/2009/12/07/the-use-of-poetry,44,"December 7, 2009 Issue"
2009/11/30,Don DeLillo,Midnight in Dostoevsky,,https://newyorker.com/magazine/2009/11/30/midnight-in-dostoevsky,44,"November 30, 2009 Issue"
2009/11/23,Sam Shepard,Indianapolis (Highway 74),,https://newyorker.com/magazine/2009/11/23/indianapolis-highway-74,44,"November 23, 2009 Issue"
2009/11/16,Yiyun Li,Alone,,https://newyorker.com/magazine/2009/11/16/alone-8,44,"November 16, 2009 Issue"
2009/11/09,Stephen King,Premium Harmony,,https://newyorker.com/magazine/2009/11/09/premium-harmony,44,"November 9, 2009 Issue"
2009/11/02,Javier Marías,While the Women Are Sleeping,"“It isn’t the camera itself that interests me. ... It’s my girlfriend, whom you’ve seen, I’m sure. I film only her, nothing else.”",https://newyorker.com/magazine/2009/11/02/while-the-women-are-sleeping,44,"November 2, 2009 Issue"
2009/10/26,Jonathan Lethem,Procedure in Plain Air,,https://newyorker.com/magazine/2009/10/26/procedure-in-plain-air,45,"October 26, 2009 Issue"
2009/10/19,Julian Barnes,Complicity,,https://newyorker.com/magazine/2009/10/19/complicity,45,"October 19, 2009 Issue"
2009/10/12,Tessa Hadley,The Godchildren,,https://newyorker.com/magazine/2009/10/12/the-godchildren,45,"October 12, 2009 Issue"
2009/10/05,George Saunders,Victory Lap,,https://newyorker.com/magazine/2009/10/05/victory-lap,45,"October 5, 2009 Issue"
2009/09/28,Marisa Silver,Temporary,,https://newyorker.com/magazine/2009/09/28/temporary-2,45,"September 28, 2009 Issue"
2009/09/21,Sam Shepard,Land of the Living,,https://newyorker.com/magazine/2009/09/21/land-of-the-living,45,"September 21, 2009 Issue"
2009/09/14,Paul Theroux,The Lower River,,https://newyorker.com/magazine/2009/09/14/the-lower-river,45,"September 14, 2009 Issue"
2009/09/07,Orhan Pamuk,Distant Relations,,https://newyorker.com/magazine/2009/09/07/distant-relations,45,"September 7, 2009 Issue"
2009/08/31,Ludmilla Petrushevskaya,The Fountain House,,https://newyorker.com/magazine/2009/08/31/the-fountain-house,45,"August 31, 2009 Issue"
2009/08/24,Dave Eggers,Max at Sea,,https://newyorker.com/magazine/2009/08/24/max-at-sea,45,"August 24, 2009 Issue"
2009/08/10,Sherman Alexie,War Dances,,https://newyorker.com/magazine/2009/08/10/war-dances,46,"August 10 & 17, 2009 Issue"
2009/08/03,Joshua Ferris,The Valetudinarian,,https://newyorker.com/magazine/2009/08/03/the-valetudinarian-2,46,"August 3, 2009 Issue"
2009/07/27,Kirstin Valdez Quade,The Five Wounds,,https://newyorker.com/magazine/2009/07/27/the-five-wounds,46,"July 27, 2009 Issue"
2009/07/20,William Styron,Rat Beach,,https://newyorker.com/magazine/2009/07/20/rat-beach,46,"July 20, 2009 Issue"
2009/07/06,Lorrie Moore,Childcare,"Fiction by Lorrie Moore: “In general, I thought of adoption much as I thought of most things in life: uneasily.”",https://newyorker.com/magazine/2009/07/06/childcare,46,"July 6 & 13, 2009 Issue"
2009/06/29,Stephen O’Connor,Ziggurat,,https://newyorker.com/magazine/2009/06/29/ziggurat,46,"June 29, 2009 Issue"
2009/06/22,Tim Gautreaux,Idols,,https://newyorker.com/magazine/2009/06/22/idols-2,46,"June 22, 2009 Issue"
2009/06/08,Edna O'Brien,“Old Wounds”,Fiction: “Our families had a falling out. … Yet we were still intimately bound up with each other.”,https://newyorker.com/magazine/2009/06/08/old-wounds,46,"June 8, 2009 Issue"
2009/06/08,Jonathan Franzen,Good Neighbors,,https://newyorker.com/magazine/2009/06/08/good-neighbors,46,"June 8, 2009 Issue"
2009/06/01,Craig Raine,Love Affair with Secondaries,,https://newyorker.com/magazine/2009/06/01/love-affair-with-secondaries,46,"June 1, 2009 Issue"
2009/05/25,Jonathan Lethem,Ava's Apartment,Fiction by Jonathan Lethem: “It turned out that it was possible to wish to become a dog only exactly up to that point where it became completely impossible.”,https://newyorker.com/magazine/2009/05/25/avas-apartment,47,"May 25, 2009 Issue"
2009/05/18,Salman Rushdie,“In the South”,Fiction: “To him the waves were Death itself and needed no other name.”,https://newyorker.com/magazine/2009/05/18/in-the-south,47,"May 18, 2009 Issue"
2009/05/11,J. G. Ballard,The Autobiography of J.G.B.,,https://newyorker.com/magazine/2009/05/11/the-autobiography-of-j-g-b,47,"May 11, 2009 Issue"
2009/05/04,Gail Hareven,The Slows,,https://newyorker.com/magazine/2009/05/04/the-slows,47,"May 4, 2009 Issue"
2009/04/27,Guillermo Martínez,Vast Hell,,https://newyorker.com/magazine/2009/04/27/vast-hell,47,"April 27, 2009 Issue"
2009/04/20,Chris Adrian,A Tiny Feast,,https://newyorker.com/magazine/2009/04/20/a-tiny-feast,47,"April 20, 2009 Issue"
2009/04/13,Colm Tóibín,The Color of Shadows,,https://newyorker.com/magazine/2009/04/13/the-color-of-shadows,47,"April 13, 2009 Issue"
2009/04/06,Brad Watson,Visitation,,https://newyorker.com/magazine/2009/04/06/visitation-3,47,"April 6, 2009 Issue"
2009/03/30,Craig Raine,Julia And Byron,,https://newyorker.com/magazine/2009/03/30/julia-and-byron,47,"March 30, 2009 Issue"
2009/03/23,Tessa Hadley,She’s the One,,https://newyorker.com/magazine/2009/03/23/shes-the-one,47,"March 23, 2009 Issue"
2009/03/09,David Foster Wallace,“Wiggle Room”,Fiction: “The joke this week was: How was an I.R.S. rote examiner like a mushroom? Both kept in the dark and fed horseshit.”,https://newyorker.com/magazine/2009/03/09/wiggle-room,48,"March 9, 2009 Issue"
2009/03/02,A. M. Homes,Brother on Sunday,,https://newyorker.com/magazine/2009/03/02/brother-on-sunday,48,"March 2, 2009 Issue"
2009/02/23,Italo Calvino,The Daughters of the Moon,,https://newyorker.com/magazine/2009/02/23/the-daughters-of-the-moon,48,"February 23, 2009 Issue"
2009/02/09,Steven Millhauser,The Invasion from Outer Space,,https://newyorker.com/magazine/2009/02/09/the-invasion-from-outer-space,48,"February 9, 2009 Issue"
2009/02/02,George Saunders,Al Roosten,,https://newyorker.com/magazine/2009/02/02/al-roosten,48,"February 2, 2009 Issue"
2009/01/26,Aravind Adiga,The Elephant,,https://newyorker.com/magazine/2009/01/26/the-elephant,48,"January 26, 2009 Issue"
2009/01/19,Antonya Nelson,Soldier’s Joy,,https://newyorker.com/magazine/2009/01/19/soldiers-joy,48,"January 19, 2009 Issue"
2009/01/12,Joyce Carol Oates,Pumpkin Head,"“It did not seem to her a natural light, and in weak moments she thought, This is the crossing-over time.”",https://newyorker.com/magazine/2009/01/12/pumpkin-head,48,"January 12, 2009 Issue"
2009/01/05,Julian Barnes,The Limner,,https://newyorker.com/magazine/2009/01/05/the-limner,48,"January 5, 2009 Issue"
2008/12/22,Alice Munro,Some Women,,https://newyorker.com/magazine/2008/12/22/some-women,48,"December 22, 2008 Issue"
2008/12/22,Roberto Bolaño,Meeting with Enrique Lihn,,https://newyorker.com/magazine/2008/12/22/meeting-with-enrique-lihn,49,"December 22, 2008 Issue"
2008/12/22,Colson Whitehead,“The Gangsters”,"“According to the world, we were the definition of paradox: black boys with beach houses.”",https://newyorker.com/magazine/2008/12/22/the-gangsters,49,"December 22, 2008 Issue"
2008/12/22,Donald Antrim,Another Manhattan,"“What kind of man courts a woman by letting her make an enormous bouquet for his wife, then asks her to pare back?”",https://newyorker.com/magazine/2008/12/22/another-manhattan,49,"December 22, 2008 Issue"
2008/12/15,William Trevor,The Woman of the House,,https://newyorker.com/magazine/2008/12/15/the-woman-of-the-house,49,"December 15, 2008 Issue"
2008/12/08,Amos Oz,Waiting,,https://newyorker.com/magazine/2008/12/08/waiting-fiction-amos-oz,49,"December 8, 2008 Issue"
2008/12/01,Daniyal Mueenuddin,"In Other Rooms, Other Wonders",,https://newyorker.com/magazine/2008/12/01/in-other-rooms-other-wonders,49,"December 1, 2008 Issue"
2008/11/24,Edwidge Danticat,Ghosts,,https://newyorker.com/magazine/2008/11/24/ghosts-fiction-edwidge-danticat,49,"November 24, 2008 Issue"
2008/11/17,Jonathan Lethem,Lostronaut,,https://newyorker.com/magazine/2008/11/17/lostronaut,49,"November 17, 2008 Issue"
2008/11/10,Wells Tower,Leopard,,https://newyorker.com/magazine/2008/11/10/leopard,49,"November 10, 2008 Issue"
2008/11/03,Louise Erdrich,The Fat Man’s Race,,https://newyorker.com/magazine/2008/11/03/the-fat-mans-race,49,"November 3, 2008 Issue"
2008/10/27,J. M. G. Le Clézio,The Boy Who Had Never Seen the Sea,,https://newyorker.com/magazine/2008/10/27/the-boy-who-had-never-seen-the-sea,50,"October 27, 2008 Issue"
2008/10/20,Roddy Doyle,Sleep,,https://newyorker.com/magazine/2008/10/20/sleep-fiction-roddy-doyle,50,"October 20, 2008 Issue"
2008/10/13,Yiyun Li,"Gold Boy, Emerald Girl",,https://newyorker.com/magazine/2008/10/13/gold-boy-emerald-girl,50,"October 13, 2008 Issue"
2008/10/06,Daniel Alarcón,The Idiot President,,https://newyorker.com/magazine/2008/10/06/the-idiot-president,50,"October 6, 2008 Issue"
2008/09/29,Andrea Lee,Three,,https://newyorker.com/magazine/2008/09/29/three-fiction-andrea-lee,50,"September 29, 2008 Issue"
2008/09/22,Aleksandar Hemon,The Noble Truths of Suffering,,https://newyorker.com/magazine/2008/09/22/the-noble-truths-of-suffering,50,"September 22, 2008 Issue"
2008/09/15,Daniyal Mueenuddin,A Spoiled Man,,https://newyorker.com/magazine/2008/09/15/a-spoiled-man,50,"September 15, 2008 Issue"
2008/09/08,Alice Munro,Face,,https://newyorker.com/magazine/2008/09/08/face,50,"September 8, 2008 Issue"
2008/09/01,Janet Frame,Gorse Is Not People,,https://newyorker.com/magazine/2008/09/01/gorse-is-not-people,50,"September 1, 2008 Issue"
2008/08/25,Tobias Wolff,Awake,,https://newyorker.com/magazine/2008/08/25/awake-tobias-wolff,50,"August 25, 2008 Issue"
2008/08/11,Joshua Ferris,The Dinner Party,,https://newyorker.com/magazine/2008/08/11/the-dinner-party-joshua-ferris,51,"August 11, 2008 Issue"
2008/07/28,Ruth Prawer Jhabvala,The Teacher,,https://newyorker.com/magazine/2008/07/28/the-teacher-fiction-ruth-prawer-jhabvala,51,"July 28, 2008 Issue"
2008/07/21,Sarah Shun-lien Bynum,Yurt,"Fiction by Sarah Shun-lien Bynum: “A year ago, Ms. Duffy, the fifth-grade English and history teacher, had come very close to losing it.”",https://newyorker.com/magazine/2008/07/21/yurt,51,"July 21, 2008 Issue"
2008/07/07,T. Coraghessan Boyle,Thirteen Hundred Rats,,https://newyorker.com/magazine/2008/07/07/thirteen-hundred-rats,51,"July 7, 2008 Issue"
2008/06/30,Alice Munro,Deep-Holes,,https://newyorker.com/magazine/2008/06/30/deep-holes,51,"June 30, 2008 Issue"
2008/06/23,Chimamanda Ngozi Adichie,The Headstrong Historian,,https://newyorker.com/magazine/2008/06/23/the-headstrong-historian,51,"June 23, 2008 Issue"
2008/06/09,Vladimir Nabokov,Natasha,,https://newyorker.com/magazine/2008/06/09/natasha-fiction-vladimir-nabokov,51,"June 9 & 16, 2008 Issue"
2008/06/09,Annie Proulx,Annie Proulx: “Tits-Up in a Ditch”,"“Way we see it,” Bonita said to Dakotah, “is you ought a join the Army yourself. They take women.”",https://newyorker.com/magazine/2008/06/09/tits-up-in-a-ditch,51,"June 9 & 16, 2008 Issue"
2008/06/09,Mary Gaitskill,Don’t Cry,,https://newyorker.com/magazine/2008/06/09/dont-cry,51,"June 9 & 16, 2008 Issue"
2008/06/02,Janet Frame,A Night at the Opera,,https://newyorker.com/magazine/2008/06/02/a-night-at-the-opera-fiction-janet-frame,51,"June 2, 2008 Issue"
2008/05/26,John Updike,The Full Glass,,https://newyorker.com/magazine/2008/05/26/the-full-glass,52,"May 26, 2008 Issue"
2008/05/19,Julian Barnes,East Wind,,https://newyorker.com/magazine/2008/05/19/east-wind,52,"May 19, 2008 Issue"
2008/05/12,Yiyun Li,A Man Like Him,,https://newyorker.com/magazine/2008/05/12/a-man-like-him,52,"May 12, 2008 Issue"
2008/05/05,Roz Chast,Sketchbook by Roz Chast,,https://newyorker.com/magazine/2008/05/05/what-they-believe-in,52,"May 5, 2008 Issue"
2008/05/05,Annie Proulx,Them Old Cowboy Songs,Travails of a homesteading couple,https://newyorker.com/magazine/2008/05/05/them-old-cowboy-songs,52,"May 5, 2008 Issue"
2008/04/28,Roddy Doyle,Bullfighting,,https://newyorker.com/magazine/2008/04/28/bullfighting,52,"April 28, 2008 Issue"
2008/04/21,Sana Krasikov,The Repatriates,,https://newyorker.com/magazine/2008/04/21/the-repatriates,52,"April 21, 2008 Issue"
2008/04/14,T. Coraghessan Boyle,The Lie,,https://newyorker.com/magazine/2008/04/14/the-lie-3,52,"April 14, 2008 Issue"
2008/04/07,Ha Jin,The House Behind a Weeping Cherry,,https://newyorker.com/magazine/2008/04/07/the-house-behind-a-weeping-cherry,52,"April 7, 2008 Issue"
2008/03/31,Jeffrey Eugenides,Great Experiment,,https://newyorker.com/magazine/2008/03/31/great-experiment,52,"March 31, 2008 Issue"
