board_id,board_name,school_id,school_name,municipality,enrolment,lat,long,first_lang_not_english,first_lang_not_french,newcomer,special_ed,gifted,grade_3_standard_reading,grade_3_standard_writing,grade_3_standard_math,grade_6_standard_reading,grade_6_standard_writing,grade_6_standard_math,low_income,parent_university_edu
B67024,Windsor-Essex CDSB,752061,Queen of Peace Catholic School,Leamington,242.0,42.03946,-82.6134,8.3,99.6,,19.0,,,,,,,,12.59,5.84
B67024,Windsor-Essex CDSB,757616,Sacred Heart Catholic Elementary School,LaSalle,492.0,42.23335,-83.09881,2.4,99.8,,24.0,,92.0,87.0,79.0,85.0,76.0,56.0,6.37,27.5
B67024,Windsor-Essex CDSB,769576,St Angela Catholic School,Windsor,290.0,42.30625,-83.01775,20.7,100.0,5.5,24.5,,70.0,82.0,58.0,81.0,76.0,57.0,36.27,
B67024,Windsor-Essex CDSB,771392,St Anne French Immersion Catholic School,Windsor,465.0,42.316590000000005,-83.005,25.8,99.4,,24.1,,88.0,90.0,74.0,96.0,94.0,64.0,29.22,13.97
B67024,Windsor-Essex CDSB,772950,St Anthony Catholic School,Essex,220.0,42.03711,-82.92126,,100.0,,30.0,,43.0,57.0,21.0,81.0,90.0,48.0,8.39,13.48
B67024,Windsor-Essex CDSB,778150,St Bernard Catholic School,Amherstburg,172.0,42.105290000000004,-83.09988,,100.0,,36.6,,,,,,,,12.24,
B67024,Windsor-Essex CDSB,783692,St Christopher Catholic School,Windsor,486.0,42.28045,-82.99306999999999,10.5,100.0,,17.1,,89.0,80.0,71.0,88.0,82.0,51.0,19.23,25.03
B67024,Windsor-Essex CDSB,793361,St Gabriel Catholic School,Windsor,407.0,42.256859999999996,-83.0207,4.9,100.0,,17.7,,79.0,89.0,66.0,89.0,95.0,59.0,13.82,32.32
B67024,Windsor-Essex CDSB,799475,St James Catholic School,Windsor,304.0,42.28389,-83.06128000000001,22.0,100.0,4.9,39.5,,68.0,72.0,45.0,74.0,69.0,24.0,41.25,5.94
B67024,Windsor-Essex CDSB,802590,St John Catholic School,Windsor,207.0,42.29934,-83.05359,10.1,100.0,,43.5,,,,,,,,46.51,
B67024,Windsor-Essex CDSB,803243,St John de Brebeuf Catholic School,Kingsville,483.0,42.03665,-82.73453,4.3,100.0,,21.7,,79.0,82.0,68.0,88.0,89.0,68.0,9.82,13.88
B67024,Windsor-Essex CDSB,802859,St John the Baptist Catholic School,Lakeshore,302.0,42.28987,-82.70673000000001,,100.0,,24.2,,87.0,84.0,81.0,86.0,94.0,69.0,5.97,24.47
B67024,Windsor-Essex CDSB,803790,St John the Evangelist Catholic,Lakeshore,128.0,42.21545,-82.72115,,100.0,,23.4,,75.0,100.0,75.0,,,,,11.47
B67024,Windsor-Essex CDSB,781533,St John Vianney Catholic School,Windsor,758.0,42.33702,-82.93965,12.3,99.5,1.6,18.3,,75.0,75.0,63.0,92.0,90.0,67.0,15.31,36.06
B67024,Windsor-Essex CDSB,806188,St Joseph Catholic School,Amherstburg,331.0,42.18593,-83.06879,,100.0,,20.8,,95.0,95.0,91.0,86.0,80.0,59.0,5.42,34.88
B67024,Windsor-Essex CDSB,816639,St Jules Catholic School,Windsor,255.0,42.309870000000004,-82.96666,10.6,99.6,5.9,30.6,,68.0,57.0,32.0,82.0,82.0,61.0,27.99,4.17
B67024,Windsor-Essex CDSB,819492,St Louis Catholic School,Leamington,333.0,42.05453,-82.58913000000001,17.1,99.7,,20.7,,66.0,61.0,53.0,91.0,84.0,60.0,19.44,
B67024,Windsor-Essex CDSB,825964,St Mary Catholic,Lakeshore,233.0,42.208890000000004,-82.88476999999999,5.6,99.6,,18.5,,68.0,79.0,57.0,84.0,88.0,48.0,8.24,19.16
B67024,Windsor-Essex CDSB,844160,St Peter Catholic School,Tecumseh,307.0,42.281220000000005,-82.88186,,100.0,,15.3,,83.0,79.0,71.0,89.0,94.0,67.0,6.36,41.6
B67024,Windsor-Essex CDSB,847704,St Pius X Catholic School,Tecumseh,719.0,42.32095,-82.88336,5.3,100.0,,16.1,,93.0,92.0,84.0,93.0,90.0,73.0,8.37,34.88
B67024,Windsor-Essex CDSB,849910,St Rose Catholic School,Windsor,236.0,42.32997,-82.9542,5.5,99.6,,25.8,,100.0,100.0,82.0,95.0,89.0,82.0,14.91,14.33
B67024,Windsor-Essex CDSB,778931,St Teresa of CalcuttaCatholic School,,280.0,42.30761757,-82.98547993,12.1,100.0,,27.1,,67.0,70.0,51.0,91.0,79.0,36.0,28.75,
B67024,Windsor-Essex CDSB,859095,St William Catholic School,Lakeshore,581.0,42.29428,-82.76071999999999,,100.0,,19.4,,97.0,95.0,78.0,86.0,85.0,64.0,5.87,29.77
B67024,Windsor-Essex CDSB,839397,St. André,Tecumseh,77.0,42.314409999999995,-82.85828000000001,13.0,100.0,,,,82.0,100.0,64.0,,,,,37.98
B67024,Windsor-Essex CDSB,859575,Stella Maris Catholic School,Amherstburg,272.0,42.115629999999996,-83.10670999999999,,100.0,,32.0,,81.0,88.0,70.0,86.0,90.0,70.0,5.99,26.48
B67024,Windsor-Essex CDSB,866008,W J Langlois Catholic School,Windsor,282.0,42.294129999999996,-82.95236,20.6,100.0,4.6,19.5,,81.0,81.0,56.0,71.0,86.0,50.0,28.52,10.58
B67075,York CDSB,686263,All Saints Catholic Elementary School,Markham,469.0,43.89633,-79.3075,27.7,100.0,4.1,8.7,,73.0,88.0,65.0,88.0,94.0,73.0,14.41,61.86
B67075,York CDSB,689777,Blessed Scalabrini Catholic Elementary School,Vaughan,230.0,43.7995,-79.44100999999999,36.1,100.0,7.8,10.0,,73.0,73.0,69.0,86.0,90.0,67.0,15.24,53.97
B67075,York CDSB,874361,Blessed Trinity Catholic Elementary School,Aurora,645.0,43.84395,-79.52519000000001,17.8,99.8,2.9,11.2,,82.0,88.0,73.0,71.0,77.0,42.0,13.05,37.61
B67075,York CDSB,693820,Canadian Martyrs Catholic Elementary School,Newmarket,533.0,44.06412,-79.47433000000001,24.4,100.0,2.4,16.3,,69.0,66.0,48.0,98.0,89.0,50.0,11.28,44.89
B67075,York CDSB,696919,Christ the King Catholic Elementary School,Richmond Hill,554.0,43.85763,-79.39678,46.8,99.5,2.5,3.2,,86.0,86.0,88.0,97.0,100.0,74.0,16.7,46.6
B67075,York CDSB,705470,Corpus Christi Catholic Elementary School,Richmond Hill,263.0,43.89738,-79.43814,19.4,100.0,,15.2,,95.0,95.0,95.0,84.0,94.0,77.0,14.34,50.56
B67075,York CDSB,703672,Divine Mercy Catholic Elementary School,Vaughan,483.0,43.857479999999995,-79.53271,10.4,100.0,2.5,16.1,,80.0,80.0,60.0,82.0,84.0,29.0,10.6,31.94
B67075,York CDSB,856052,Father Frederick McGinn Catholic Elementary School,Richmond Hill,575.0,43.93485256,-79.47762332,15.7,100.0,,11.3,,80.0,77.0,78.0,83.0,78.0,42.0,10.96,69.77
B67075,York CDSB,706540,Father Henri J M Nouwen Catholic Elementary School,Richmond Hill,350.0,43.893370000000004,-79.46217,18.3,100.0,2.9,15.7,,86.0,86.0,75.0,83.0,76.0,48.0,12.66,68.94
B67075,York CDSB,710024,Father John Kelly Catholic Elementary School,Vaughan,286.0,43.840270000000004,-79.50917,6.6,100.0,,8.0,,83.0,83.0,65.0,88.0,96.0,65.0,11.06,33.62
B67075,York CDSB,708062,Good Shepherd Catholic Elementary School,East Gwillimbury,159.0,44.097970000000004,-79.4688,,100.0,,25.8,,79.0,93.0,50.0,62.0,69.0,19.0,9.26,28.65
B67075,York CDSB,688745,Guardian Angels,Vaughan,428.0,43.84863,-79.56863,13.6,100.0,,8.9,,80.0,74.0,68.0,95.0,95.0,66.0,9.4,41.75
B67075,York CDSB,716995,Holy Jubilee Catholic Elementary School,Vaughan,690.0,43.86987,-79.52362,9.9,100.0,,8.6,,79.0,84.0,67.0,85.0,86.0,32.0,9.18,44.95
B67075,York CDSB,756440,Holy Name Catholic Elementary School,King,456.0,43.92978,-79.5087,6.1,100.0,,6.8,,86.0,93.0,74.0,93.0,90.0,56.0,7.91,34.37
B67075,York CDSB,718432,Holy Spirit Catholic Elementary School,Aurora,279.0,43.99457,-79.44929,13.3,100.0,,20.1,,78.0,80.0,58.0,81.0,81.0,50.0,9.75,52.0
B67075,York CDSB,721530,Immaculate Conception Catholic Elementary School,Vaughan,656.0,43.79311,-79.57063000000001,12.5,99.5,2.0,6.6,,62.0,48.0,49.0,93.0,87.0,39.0,9.01,33.81
B67075,York CDSB,726206,Light of Christ Catholic Elementary School,Aurora,296.0,43.97084,-79.48458000000001,9.1,100.0,,25.7,,85.0,95.0,60.0,94.0,91.0,57.0,9.24,47.7
B67075,York CDSB,737690,Notre Dame Catholic Elementary School,Newmarket,573.0,44.03928,-79.43679,9.6,100.0,2.3,12.4,,86.0,86.0,64.0,84.0,90.0,66.0,9.94,53.11
B67075,York CDSB,741752,Our Lady Help of Christians Catholic Elementary School,Richmond Hill,459.0,43.891909999999996,-79.39972,30.5,100.0,4.1,10.5,,81.0,77.0,66.0,91.0,92.0,73.0,18.35,56.09
B67075,York CDSB,744026,Our Lady of Fatima Catholic Elementary School,Vaughan,456.0,43.811690000000006,-79.60138,3.5,99.6,,7.9,,84.0,84.0,68.0,95.0,95.0,70.0,5.75,38.19
B67075,York CDSB,741744,Our Lady of Good Counsel Catholic Elementary School,East Gwillimbury,263.0,44.103190000000005,-79.43297,5.7,100.0,,16.7,,83.0,91.0,87.0,86.0,82.0,68.0,8.76,43.78
B67075,York CDSB,744484,Our Lady of Grace Catholic Elementary School,Aurora,285.0,44.000859999999996,-79.48250999999999,11.2,100.0,,18.9,,87.0,52.0,65.0,78.0,81.0,39.0,11.33,34.57
B67075,York CDSB,742236,Our Lady of Hope Catholic Elementary School,Richmond Hill,634.0,43.95479,-79.47623,7.3,99.8,,18.1,,79.0,69.0,67.0,84.0,88.0,39.0,10.13,50.16
B67075,York CDSB,741710,Our Lady of the Annunciation Catholic Elementary School,Richmond Hill,359.0,43.95252,-79.44796,9.7,100.0,,9.7,,91.0,94.0,85.0,95.0,98.0,78.0,11.21,67.13
B67075,York CDSB,748536,Our Lady of the Lake Catholic Elementary School,Georgina,150.0,44.21322,-79.46089,8.0,99.3,,28.7,,,,,,,,12.52,12.01
B67075,York CDSB,732281,Our Lady of the Rosary Catholic Elementary School,Vaughan,321.0,43.79392,-79.4814,17.1,99.7,4.7,10.0,,95.0,97.0,92.0,91.0,91.0,67.0,14.31,41.48
B67075,York CDSB,766636,Pope Francis Catholic Elementary School,Vaughan,,43.83015,-79.65562,,,,,,90.0,97.0,87.0,100.0,100.0,67.0,,
B67075,York CDSB,749966,Prince of Peace Catholic Elementary School,Georgina,235.0,44.212740000000004,-79.45963,,100.0,,17.0,,76.0,48.0,36.0,78.0,86.0,25.0,12.08,11.15
B67075,York CDSB,753161,San Lorenzo Ruiz Catholic Elementary School,Markham,564.0,43.897040000000004,-79.28262,34.0,100.0,2.8,7.6,,87.0,88.0,82.0,92.0,97.0,78.0,12.28,60.52
B67075,York CDSB,822728,San Marco Catholic Elementary School,Vaughan,335.0,43.79081,-79.62026999999999,17.3,99.4,,17.6,,71.0,89.0,54.0,79.0,86.0,46.0,11.98,22.8
B67075,York CDSB,762016,Sir Richard W Scott Catholic Elementary School,Markham,405.0,43.85889,-79.24682,24.2,100.0,,7.9,,89.0,94.0,69.0,88.0,90.0,65.0,12.31,57.1
B67075,York CDSB,765201,St Agnes of Assisi Catholic Elementary School,Vaughan,487.0,43.82975999,-79.56214001,28.3,100.0,,12.9,,69.0,55.0,55.0,80.0,80.0,52.0,9.81,31.68
B67075,York CDSB,874396,St Andrew Catholic Elementary School,Vaughan,533.0,43.8183,-79.6122,10.3,99.8,,9.6,,85.0,89.0,54.0,89.0,91.0,71.0,6.99,53.3
B67075,York CDSB,769606,St Angela Merici Catholic Elementary School,Vaughan,362.0,43.80079,-79.62326999999999,4.4,99.7,,8.8,,83.0,94.0,67.0,89.0,91.0,69.0,9.28,25.06
B67075,York CDSB,774049,St Anne Catholic Elementary School,Richmond Hill,287.0,43.8643,-79.45371999999999,19.5,100.0,,13.9,,79.0,88.0,75.0,84.0,94.0,44.0,13.12,52.86
B67075,York CDSB,773689,St Anthony Catholic Elementary School,Markham,250.0,43.82915,-79.41530999999999,25.2,100.0,,7.6,,67.0,92.0,80.0,93.0,86.0,50.0,15.84,38.32
B67075,York CDSB,777161,St Benedict Catholic Elementary School,Markham,240.0,43.8315,-79.29052,53.8,100.0,7.1,17.5,,87.0,83.0,77.0,96.0,100.0,88.0,24.14,25.62
B67075,York CDSB,773832,St Bernadette's Catholic Elementary School,Georgina,159.0,44.30934,-79.36829,,100.0,,20.1,,86.0,86.0,48.0,,,,16.96,16.23
B67075,York CDSB,836324,St Brendan Catholic School,Whitchurch - Stouffville,756.0,43.96295,-79.25426999999999,12.2,100.0,,7.7,,75.0,73.0,55.0,83.0,74.0,24.0,8.13,53.47
B67075,York CDSB,703966,St Brigid Catholic Elementary School,Whitchurch - Stouffville,415.0,43.97827,-79.24276,6.5,100.0,,16.6,,77.0,85.0,64.0,92.0,92.0,61.0,8.26,42.76
B67075,York CDSB,781460,St Catherine of Siena Catholic Elementary School,Vaughan,282.0,43.77843,-79.57271,16.0,100.0,4.3,12.4,,76.0,76.0,48.0,79.0,82.0,47.0,11.25,31.16
B67075,York CDSB,854147,St Cecilia Catholic Elementary School,Vaughan,688.0,43.84949,-79.49403000000001,25.3,99.9,2.8,8.9,,89.0,82.0,83.0,87.0,90.0,65.0,8.98,55.51
B67075,York CDSB,783137,St Charles Garnier Catholic Elementary School,Richmond Hill,302.0,43.85271947,-79.44690831,30.8,99.7,,35.4,26.8,65.0,76.0,71.0,100.0,100.0,84.0,15.7,48.0
B67075,York CDSB,784303,St Clare Catholic Elementary School,Vaughan,400.0,43.817240000000005,-79.56156999999999,4.3,100.0,,11.8,,82.0,71.0,53.0,89.0,86.0,59.0,7.89,55.51
B67075,York CDSB,783927,St Clement Catholic Elementary School,Vaughan,353.0,43.78542,-79.60814,6.5,99.7,3.1,13.3,,79.0,82.0,61.0,100.0,100.0,86.0,14.41,19.42
B67075,York CDSB,786020,St David Catholic Elementary School,Vaughan,385.0,43.85799,-79.51919000000001,12.5,99.7,,13.5,,86.0,94.0,67.0,87.0,87.0,31.0,12.16,27.57
B67075,York CDSB,788082,St Edward Catholic Elementary School,Markham,447.0,43.88123,-79.27911,28.6,99.6,,7.4,,,,87.0,96.0,96.0,80.0,12.39,48.95
B67075,York CDSB,789003,St Elizabeth Seton Catholic Elementary School,Newmarket,452.0,44.077259999999995,-79.44023,11.7,99.8,,16.6,,62.0,85.0,70.0,88.0,82.0,29.0,13.19,31.56
B67075,York CDSB,789488,St Emily Catholic Elementary School,Vaughan,787.0,43.83027,-79.55193001,15.0,99.9,,9.3,,81.0,88.0,62.0,84.0,88.0,66.0,10.14,39.96
B67075,York CDSB,792306,St Francis Xavier Catholic Elementary School,Markham,266.0,43.84433,-79.28735,28.6,100.0,,12.0,,79.0,75.0,71.0,89.0,95.0,68.0,23.08,35.49
B67075,York CDSB,793809,St Gabriel the Archangel Catholic Elementary School,Vaughan,325.0,43.79869,-79.56111999999999,9.2,99.7,,15.1,,81.0,77.0,81.0,82.0,91.0,38.0,10.49,31.53
B67075,York CDSB,795887,St Gregory the Great Catholic Academy,Vaughan,460.0,43.81038,-79.55806,7.2,100.0,,25.2,16.7,79.0,79.0,76.0,95.0,92.0,64.0,9.33,32.35
B67075,York CDSB,798495,St James Catholic Elementary School,Vaughan,529.0,43.85386,-79.54646,18.9,99.2,2.6,14.0,,93.0,100.0,86.0,91.0,97.0,60.0,19.05,33.39
B67075,York CDSB,774824,St Jerome Catholic Elementary School,Aurora,622.0,44.01464,-79.45260999999999,13.3,100.0,,15.0,,79.0,89.0,57.0,83.0,88.0,36.0,8.97,63.61
B67075,York CDSB,761079,St John Bosco Catholic Elementary School,Vaughan,277.0,43.805040000000005,-79.55733000000001,8.3,100.0,,18.8,,90.0,100.0,86.0,83.0,91.0,57.0,7.66,21.12
B67075,York CDSB,727300,St John Chrysostom Catholic Elementary School,Newmarket,326.0,44.02969,-79.47733000000001,14.4,99.7,,18.1,,92.0,96.0,88.0,86.0,79.0,45.0,9.85,47.32
B67075,York CDSB,750581,St John Paul II Catholic Elementary School,Richmond Hill,325.0,43.845079999999996,-79.42412,37.8,100.0,6.5,9.8,,88.0,85.0,76.0,94.0,88.0,62.0,19.52,52.96
B67075,York CDSB,724220,St John XXIII Catholic Elementary School,Markham,188.0,43.865140000000004,-79.3241,22.9,100.0,5.9,11.2,,,,91.0,100.0,100.0,87.0,16.65,51.14
B67075,York CDSB,806366,St Joseph Catholic Elementary School,Richmond Hill,394.0,43.982859999999995,-79.47499,16.0,99.0,,7.1,,,,71.0,87.0,87.0,45.0,10.2,53.36
B67075,York CDSB,809381,St Joseph Catholic Elementary School,Aurora,443.0,43.88301,-79.25367,18.1,99.8,4.3,14.9,,81.0,83.0,72.0,89.0,93.0,67.0,8.83,49.28
B67075,York CDSB,809489,St Joseph Catholic Elementary School,Markham,316.0,43.86959,-79.4178,31.0,100.0,10.4,15.2,,81.0,88.0,38.0,93.0,89.0,46.0,23.78,26.48
B67075,York CDSB,815411,St Joseph The Worker Catholic Elementary School,Vaughan,259.0,43.801190000000005,-79.47058,20.5,100.0,,15.4,,91.0,82.0,80.0,85.0,89.0,70.0,13.44,48.39
B67075,York CDSB,785572,St Julia Billiart Catholic Elementary School,Markham,608.0,43.9031,-79.25331,14.6,100.0,,10.7,,70.0,77.0,65.0,94.0,92.0,62.0,10.78,57.91
B67075,York CDSB,816450,St Justin Martyr Catholic Elementary School,Markham,633.0,43.867940000000004,-79.34331,54.0,99.8,3.2,28.0,24.3,97.0,100.0,94.0,100.0,100.0,95.0,14.76,50.6
B67075,York CDSB,725161,St Kateri Tekakwitha Catholic Elementary School,Markham,349.0,43.890640000000005,-79.24743000000001,9.2,100.0,,9.5,,96.0,91.0,79.0,95.0,97.0,54.0,8.83,42.47
B67075,York CDSB,821969,St Margaret Mary Catholic Elementary School,Vaughan,383.0,43.80097,-79.58755,7.3,99.7,,15.9,,86.0,93.0,61.0,84.0,86.0,57.0,10.21,32.39
B67075,York CDSB,757573,St Marguerite D'Youville Catholic Elementary School,Richmond Hill,447.0,43.91171,-79.4589,16.3,100.0,,12.8,,85.0,87.0,72.0,86.0,86.0,40.0,12.74,74.39
B67075,York CDSB,823430,St Mark Catholic Elementary School,Whitchurch - Stouffville,374.0,43.97309,-79.25944,8.3,100.0,,13.6,,73.0,87.0,65.0,70.0,70.0,30.0,8.72,40.17
B67075,York CDSB,830437,St Mary Catholic Elementary School,King,544.0,43.90765,-79.64613,6.6,99.6,,6.4,,70.0,70.0,45.0,94.0,94.0,46.0,7.83,27.22
B67075,York CDSB,827169,St Mary Immaculate Catholic Elementary School,Richmond Hill,335.0,43.88285,-79.45088,19.7,100.0,3.3,10.4,,86.0,76.0,69.0,92.0,90.0,64.0,12.77,47.62
B67075,York CDSB,728752,St Mary of the Angels Catholic Elementary School,Vaughan,731.0,43.854729999999996,-79.55926,14.5,99.9,2.2,8.1,,77.0,82.0,67.0,88.0,94.0,63.0,9.44,42.2
B67075,York CDSB,832383,St Matthew Catholic Elementary School,Markham,175.0,43.874759999999995,-79.30601999999999,17.7,100.0,,22.9,,82.0,86.0,86.0,83.0,89.0,78.0,11.68,52.36
B67075,York CDSB,835048,St Michael Catholic Academy,Vaughan,390.0,43.81345,-79.36524,28.2,100.0,,6.7,,79.0,85.0,74.0,88.0,92.0,67.0,14.91,41.39
B67075,York CDSB,736888,St Michael the Archangel Catholic Elementary School,Vaughan,730.0,43.83014,-79.5762,17.5,100.0,,8.1,,84.0,90.0,64.0,95.0,97.0,63.0,6.42,49.63
B67075,York CDSB,835498,St Monica Catholic Elementary School,Markham,411.0,43.87448,-79.35271,32.1,99.8,,11.7,,76.0,79.0,58.0,88.0,92.0,68.0,10.92,55.1
B67075,York CDSB,733245,St Mother Teresa Catholic Elementary School,Markham,228.0,43.82574,-79.318,41.7,100.0,7.5,9.6,,78.0,89.0,78.0,95.0,100.0,67.0,24.45,30.29
B67075,York CDSB,836273,St Nicholas Catholic Elementary School,Newmarket,251.0,44.038540000000005,-79.49859000000001,14.7,99.6,,21.9,,75.0,83.0,58.0,88.0,92.0,58.0,13.01,33.6
B67075,York CDSB,795471,St Padre Pio Catholic Elementary School,Toronto,676.0,43.82428,-79.61506999999999,6.2,99.9,,9.0,,95.0,92.0,82.0,99.0,100.0,87.0,6.57,44.43
B67075,York CDSB,837431,St Patrick Catholic Elementary School,Markham,332.0,43.87021,-79.27186,20.2,100.0,,11.4,,91.0,97.0,94.0,83.0,77.0,54.0,13.02,39.95
B67075,York CDSB,838314,St Patrick Catholic Elementary School,King,340.0,44.00108,-79.68748000000001,4.7,99.7,,8.8,,70.0,70.0,44.0,92.0,88.0,50.0,11.55,16.95
B67075,York CDSB,843067,St Paul Catholic Elementary School,Newmarket,194.0,44.0413,-79.4708,10.8,100.0,,53.1,34.5,,,,94.0,97.0,65.0,11.83,31.36
B67075,York CDSB,845531,St Peter Catholic Elementary School,Vaughan,298.0,43.7791,-79.60613000000001,20.1,100.0,5.4,31.9,,64.0,81.0,50.0,81.0,89.0,41.0,14.96,25.35
B67075,York CDSB,814080,St Raphael the Archangel Catholic Elementary School,Aurora,526.0,43.89150277,-79.51453034,8.9,100.0,,8.4,,79.0,77.0,61.0,92.0,88.0,51.0,8.04,44.07
B67075,York CDSB,848832,St Rene Goupil-St Luke Catholic Elementary School,Markham,211.0,43.82408,-79.38771,35.5,100.0,12.8,7.1,,76.0,86.0,66.0,78.0,85.0,52.0,19.47,30.09
B67075,York CDSB,851167,St Stephen Catholic Elementary School,Vaughn,750.0,43.82061918,-79.62534261,8.1,99.6,,9.5,,81.0,91.0,63.0,83.0,90.0,60.0,6.71,47.3
B67075,York CDSB,864080,St Thomas Aquinas Catholic Elementary School,Georgina,239.0,44.24908,-79.48214,,100.0,,18.8,,83.0,91.0,52.0,77.0,77.0,42.0,11.06,13.07
B67075,York CDSB,737242,St Veronica Catholic Elementary School,Vaughn,816.0,43.839490000000005,-79.56576,11.6,100.0,,8.5,,78.0,79.0,57.0,81.0,87.0,56.0,7.78,45.18
B67075,York CDSB,773590,St Vincent de Paul Catholic Elementary School,Newmarket,162.0,43.83992,-79.26895,41.4,100.0,,13.0,,85.0,92.0,77.0,79.0,89.0,53.0,25.33,23.57
B66095,York Region DSB,612,ACCESS Elementary,Vaughn,,43.844647365,-79.51113779399999,,,,,,,,,,,,,
B66095,York Region DSB,3913,Adrienne Clarkson Public School,Richmond Hill,608.0,43.84652,-79.40171,51.3,99.7,,4.3,2.0,,,85.0,97.0,93.0,88.0,18.92,46.41
B66095,York Region DSB,14176,Aldergrove Public School,Markham,618.0,43.82971,-79.29514,89.5,100.0,7.1,7.1,,81.0,86.0,84.0,87.0,87.0,64.0,29.24,7.54
B66095,York Region DSB,68710,Alexander Muir Public School,Newmarket,625.0,44.055690000000006,-79.499356,51.8,100.0,4.5,8.6,,75.0,73.0,69.0,92.0,92.0,62.0,10.05,40.11
B66095,York Region DSB,112387,Anne Frank Public School,Vaughn,586.0,43.8594,-79.4652,48.8,100.0,6.5,8.9,,85.0,85.0,81.0,79.0,81.0,58.0,8.72,74.92
B66095,York Region DSB,663,Armadale Public School,Markham,669.0,43.83697,-79.27271999999999,87.1,99.9,7.3,9.6,,72.0,79.0,55.0,81.0,84.0,52.0,28.11,18.68
B66095,York Region DSB,20702,Armitage Village Public School,Newmarket,461.0,44.033359999999995,-79.46839,24.3,100.0,,14.1,,78.0,80.0,68.0,86.0,81.0,33.0,12.58,40.01
B66095,York Region DSB,26530,Ashton Meadows Public School,Markham,298.0,43.87291,-79.35961,55.7,100.0,4.7,43.0,32.6,58.0,58.0,54.0,86.0,81.0,76.0,13.18,38.68
B66095,York Region DSB,28231,Aurora Grove Public School,Aurora,391.0,43.99368,-79.44673,31.7,100.0,4.9,9.2,,89.0,81.0,78.0,85.0,89.0,48.0,9.13,53.69
B66095,York Region DSB,28282,Aurora Heights Public School,Aurora,386.0,44.003840000000004,-79.47431999999999,20.2,99.5,6.0,10.4,,74.0,74.0,57.0,88.0,82.0,44.0,14.9,24.38
B66095,York Region DSB,54623,Bakersfield Public School,Vaughn,639.0,43.8279,-79.4695,46.2,100.0,6.1,9.2,,87.0,92.0,83.0,93.0,93.0,57.0,8.56,65.48
B66095,York Region DSB,30694,Ballantrae Public School,Whitechurch-Stouffville,268.0,44.04126,-79.28453,9.7,99.6,,9.7,,57.0,67.0,57.0,93.0,75.0,50.0,9.27,39.86
B66095,York Region DSB,570115,Barbara Reid Elementary Public School,Whitechurch-Stouffville,,43.96869552,-79.22518053,,,,,,,,,,,,,
B66095,York Region DSB,36447,Baythorn Public School,Markham,528.0,43.82708,-79.42073,38.4,99.8,10.0,8.0,,81.0,92.0,65.0,90.0,88.0,45.0,16.29,44.31
B66095,York Region DSB,36455,Bayview Fairways Public School,Markham,239.0,43.81859,-79.38337,43.9,100.0,4.6,10.5,,92.0,88.0,92.0,95.0,100.0,90.0,12.8,46.08
B66095,York Region DSB,36471,Bayview Glen Public School,Markham,286.0,43.81053,-79.39256999999999,46.2,100.0,,15.0,,85.0,91.0,76.0,78.0,81.0,69.0,12.22,37.85
B66095,York Region DSB,33561,Bayview Hill Elementary School,Richmond Hill,775.0,43.86289,-79.40528,53.5,100.0,8.3,8.3,,87.0,90.0,83.0,83.0,81.0,73.0,15.58,52.79
B66095,York Region DSB,120199,Beckett Farm Public School,Markham,579.0,43.88394,-79.30962,86.5,99.8,8.5,6.2,,90.0,91.0,88.0,89.0,89.0,76.0,13.73,57.08
B66095,York Region DSB,47910,Beverley Acres Public School,Richmond Hill,642.0,43.888999999999996,-79.4229,45.2,99.5,,7.3,3.1,,,,95.0,94.0,73.0,16.64,56.42
B66095,York Region DSB,557674,Beynon Fields Public School,Richmond Hill,702.0,43.916000000000004,-79.47098000000001,42.7,99.6,3.0,5.7,1.9,,,86.0,96.0,95.0,84.0,12.11,68.54
B66095,York Region DSB,50199,Black River Public School,Georgina,246.0,44.30849,-79.36799,,100.0,,19.9,,52.0,43.0,13.0,79.0,54.0,38.0,18.08,18.36
B66095,York Region DSB,616722,Black Walnut Public School,Markham,702.0,43.89425,-79.22211999999999,56.7,99.9,3.6,8.4,,89.0,90.0,81.0,93.0,98.0,74.0,8.76,56.43
B66095,York Region DSB,55131,Blue Willow Public School,Vaughn,596.0,43.792,-79.5577,41.4,99.8,5.7,12.6,,90.0,94.0,89.0,83.0,83.0,67.0,10.78,29.28
B66095,York Region DSB,55395,Bogart Public School,Newmarket,598.0,44.04813,-79.43812,34.4,100.0,2.8,10.0,,89.0,94.0,85.0,86.0,89.0,57.0,10.99,35.91
B66095,York Region DSB,418445,Bond Lake Public School,Richmond Hill,561.0,43.93866,-79.43968000000001,53.7,100.0,8.7,11.4,,93.0,89.0,87.0,92.0,88.0,83.0,14.42,65.97
B66095,York Region DSB,56405,Boxwood Public School,Markham,401.0,43.8557,-79.244,70.8,100.0,,14.7,4.7,63.0,69.0,66.0,94.0,89.0,61.0,19.78,50.37
B66095,York Region DSB,34347,Brownridge Public School,Vaughn,384.0,43.80578,-79.4613,54.4,100.0,4.7,19.5,,66.0,71.0,63.0,76.0,73.0,62.0,14.68,47.29
B66095,York Region DSB,71870,Buttonville Public School,Markham,466.0,43.86484,-79.35552,44.8,99.8,5.2,11.6,,96.0,96.0,92.0,96.0,92.0,78.0,10.78,61.81
B66095,York Region DSB,211434,Carrville Mills Public School,Vaughn,799.0,43.8407,-79.4727,47.3,99.7,5.3,9.5,,93.0,89.0,87.0,88.0,94.0,56.0,7.9,71.71
