Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Acheivement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Acheivement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Acheivement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some Unviersity Education,Percentage of JK-Grade 3 Classes With 20 Students or Fewer,Percentage of JK-Grade 3 Classes With 23 Students or Fewer,Extract Date
B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),833690,St Michael Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,9 McElderry,Guelph,Guelph,Ontario,N1G4W7,519-823-2455,519-823-2459,http://www.wellingtoncdsb.ca/school/stmichael/Pages/default.aspx,http://www.wellingtoncssb.edu.on.ca, 322 ,43.51934,-80.2229,6.8,100,SP,SP,9.6,NA,77%,3,72%,-11,67%,-11,74%,-7,84%,-5,48%,-22,NA,NA,NA,NA,NA,NA,11.69,31,1,1,Dec-04-17
B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),837210,St Patrick Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,391 Victoria,Guelph,Guelph,Ontario,N1E5J9,519-822-0200,519-836-3645,http://www.wellingtoncdsb.ca/school/stpatrick/Pages/default.aspx,http://www.wellingtoncssb.edu.on.ca, 353 ,43.57657,-80.25778,5.9,100,SP,SP,14.2,NA,66%,4,75%,13,62%,11,81%,3,74%,-7,58%,-7,NA,NA,NA,NA,NA,NA,12.73,23.58,0.8,1,Dec-04-17
B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),841200,St Paul Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,182 Clairfields,Guelph,Guelph,Ontario,N1L1N4,519-824-9470,519-824-1380,http://www.wellingtoncdsb.ca/school/stpaul/Pages/default.aspx,http://www.wellingtoncssb.edu.on.ca, 317 ,43.5092,-80.187,3.8,100,SP,SP,8.2,NA,91%,21,89%,22,91%,-2,88%,-9,94%,-3,76%,-21,NA,NA,NA,NA,NA,NA,4.33,38.21,1,1,Dec-04-17
B67130,Wellington CDSB,Cath Dist Sch Brd (E/F),868000,St Peter Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,150 Westwood,Guelph,Guelph,Ontario,N1H7G1,519-836-3730,519-836-6764,http://www.wellingtoncdsb.ca/school/stpeter/Pages/default.aspx,http://www.wellingtoncssb.edu.on.ca, 357 ,43.53239,-80.28341,26.6,100,10.9,10.9,17.9,NA,63%,31,51%,-4,57%,12,68%,1,71%,-9,43%,-20,NA,NA,NA,NA,NA,NA,14.85,16.77,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),688363,Assumption College School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,1100 Huron Church,Windsor,Windsor,Ontario,N9C2K7,519-256-7801,519-256-0417,http://mail.wecdsb.on.ca/~101/,http://www.wecdsb.on.ca, 613 ,42.29489,-83.06163,32.6,98.4,1.8,2.4,20.6,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88%,0,50%,10,86%,-2,35.09,6.48,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),801101,Assumption Middle School,Catholic,Not applicable,Elementary,English,7-8,NA,NA,1100 Huron Church Rd,Windsor,Windsor,Ontario,N9C2K7,NA,NA,NA,http://www.wecdsb.on.ca, NA ,42.29564,-83.06177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),694452,Cardinal Carter Catholic,Catholic,Not applicable,Secondary,English,9-12,NA,NA,120 Ellison,Leamington,Leamington,Ontario,N8H5C7,519-322-2804,519-322-4214,http://mail.wecdsb.on.ca/~233/,http://www.wecdsb.on.ca, 544 ,42.03925,-82.61348,13.4,99.8,SP,SP,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94%,16,54%,-1,83%,-1,17.63,3.62,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),848914,Cardinal Carter Middle School,Catholic,Not applicable,Elementary,English,7-8,NA,NA,120 Ellison,Leamington,Leamington,Ontario,N8H5C7,NA,NA,NA,http://www.wecdsb.on.ca, NA ,42.041743,-82.6170471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),700088,Catholic Central,Catholic,Not applicable,Secondary,English,9-12,NA,NA,441 Tecumseh,Windsor,Windsor,Ontario,N8X2R7,519-256-3171,519-256-6691,http://mail.wecdsb.on.ca/~163/,http://www.wecdsb.on.ca, 746 ,42.29711,-83.01852,60.3,98.9,33.2,30.4,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,4,57%,1,65%,-14,44.63,4.77,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),697168,Christ the King Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1200 Grand Marais,Windsor,Windsor,Ontario,N9E1C9,519-969-2299,519-969-5372,http://www.wecdsb.on.ca/105/,http://www.wecdsb.on.ca, 264 ,42.26935,-83.0253,21.6,100,SP,SP,22.3,NA,62%,-6,81%,-5,57%,-11,52%,-40,57%,-29,30%,-21,NA,NA,NA,NA,NA,NA,22.8,31.41,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),689622,Corpus Christi Catholic Middle School,Catholic,Not applicable,Elementary,English,7-8,Unit B,NA,910 Raymo,Windsor,Windsor,Ontario,N8Y4A6,NA,NA,NA,http://www.wecdsb.on.ca, 333 ,42.32453,-82.97564,7.8,100,SP,SP,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84,11.09,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),706523,F J Brennan Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,910 Raymo,Windsor,Windsor,Ontario,N8Y4A6,519-945-2351,519-945-8240,http://www.wecdsb.on.ca/103,http://www.wecdsb.on.ca, 643 ,42.32534,-82.97603,10.6,100,SP,SP,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93%,6,71%,27,84%,-8,23.41,3.21,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),711454,H J Lassaline Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,3145 Wildwood,Windsor,Windsor,Ontario,N8R1Y1,519-735-9474,519-735-2252,http://www.wecdsb.on.ca/160/,http://www.wecdsb.on.ca, 398 ,42.30203,-82.92029,29.9,100,13.1,13.8,31.2,NA,90%,23,88%,5,75%,8,74%,0,80%,-7,57%,-17,NA,NA,NA,NA,NA,NA,29.03,11.09,0.833,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),704245,Holy Cross Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,2555 Sandwich W,LaSalle,LaSalle,Ontario,N9H2P7,519-972-6050,519-972-2598,http://www.wecdsb.on.ca/ourschools.asp?OANum=107,http://www.wecdsb.on.ca, 751 ,42.23593,-83.02253,4.9,99.6,SP,1.9,17.3,NA,97%,20,98%,14,97%,20,91%,1,93%,-1,75%,-11,NA,NA,NA,NA,NA,NA,9.09,47.13,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),717835,Holy Name Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,200 Fairview,Essex,Essex,Ontario,N8M1Y1,519-776-7351,519-776-6132,http://mail.wecdsb.on.ca/~230/,http://www.wecdsb.on.ca, 440 ,42.16473,-82.82083,SP,100,SP,SP,31.4,NA,74%,7,71%,-9,62%,3,91%,21,89%,21,58%,26,NA,NA,NA,NA,NA,NA,7.51,16.95,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),715824,Holy Names Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,1400 Northwood,Windsor,Windsor,Ontario,N9E1A4,519-966-2504,519-966-2506,http://mail.wecdsb.on.ca/~100/,http://www.wecdsb.on.ca," 1,312 ",42.27707,-83.03323,14.9,99.8,SP,SP,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90%,7,69%,29,89%,3,22.58,16.27,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),721735,Immaculate Conception Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,465 Victoria,Windsor,Windsor,Ontario,N9A3M7,519-256-9156,519-256-0792,http://mail.wecdsb.on.ca/~111/,http://www.wecdsb.on.ca, 186 ,42.31482,-83.04028,68.3,98.4,28,28,37.6,NA,67%,-2,67%,-18,44%,-18,68%,-12,74%,-6,32%,-28,NA,NA,NA,NA,NA,NA,60.38,SP,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),725510,L A Desmarais Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,10715 Eastcourt,Windsor,Windsor,Ontario,N8R1E9,519-735-2892,519-735-2895,http://mail.wecdsb.on.ca/~159/,http://www.wecdsb.on.ca, 405 ,42.30975,-82.90947,24.2,100,SP,SP,19.5,NA,73%,-10,80%,-13,67%,-11,77%,3,81%,2,60%,-2,NA,NA,NA,NA,NA,NA,14.1,28.54,0.8,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),737984,Notre Dame Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,2751 Partington,Windsor,Windsor,Ontario,N9E3A9,519-969-7040,519-969-1821,http://www.wecdsb.on.ca/113,http://www.wecdsb.on.ca, 483 ,42.26911,-83.03534,20.9,100,5.4,6,18,NA,82%,13,70%,-10,61%,-2,94%,15,92%,8,59%,7,NA,NA,NA,NA,NA,NA,24.61,43.3,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),747343,Our Lady of Mount Carmel Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1400 Cousineau,Windsor,Windsor,Ontario,N9G1V9,519-969-4700,519-969-6861,http://www.wecdsb.on.ca/115,http://www.wecdsb.on.ca, 620 ,42.24338,-83.0121,23.5,100,4.2,4.5,19,NA,82%,9,85%,6,72%,8,93%,9,97%,12,87%,16,NA,NA,NA,NA,NA,NA,15.59,50.18,0.667,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),747700,Our Lady of Perpetual Help Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,775 Capitol,Windsor,Windsor,Ontario,N8X5E3,519-966-1293,519-966-6032,http://mail.wecdsb.on.ca/~116/,http://www.wecdsb.on.ca, 317 ,42.2836,-83.00371,18,100,3.8,4.1,24,NA,73%,11,63%,4,57%,-2,81%,-7,81%,3,49%,2,NA,NA,NA,NA,NA,NA,31.8,4.8,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),690910,Our Lady of the Annunciation Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,7343 Tecumseh,Lakeshore,Stoney Point,Ontario,N0R1N0,519-798-3117,519-798-3267,http://mail.wecdsb.on.ca/~210/,http://www.wecdsb.on.ca, 122 ,42.30442,-82.54571,SP,100,NA,NA,32,NA,90%,NA,100%,NA,90%,NA,60%,-11,80%,1,30%,-20,NA,NA,NA,NA,NA,NA,11.07,8.33,0.667,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),752061,Queen of Peace Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,57 Nicholas,Leamington,Leamington,Ontario,N8H4B8,519-326-9023,519-326-6066,http://www.wecdsb.on.ca/229,http://www.wecdsb.on.ca, 242 ,42.03946,-82.6134,8.3,99.6,SP,SP,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59,5.84,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),757616,Sacred Heart Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,200 Kenwood,LaSalle,LaSalle,Ontario,N9J2Z9,519-734-1255,519-978-9451,http://www.wecdsb.on.ca/216,http://www.wecdsb.on.ca, 492 ,42.23335,-83.09881,2.4,99.8,SP,SP,24,NA,92%,5,87%,10,79%,5,85%,4,76%,3,56%,-3,NA,NA,NA,NA,NA,NA,6.37,27.5,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),769576,St Angela Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,816 Ellis,Windsor,Windsor,Ontario,N8X2H6,519-254-7240,519-254-9252,http://mail.wecdsb.on.ca/~121/,http://www.wecdsb.on.ca, 290 ,42.30625,-83.01775,20.7,100,5.5,6.2,24.5,NA,70%,26,82%,35,58%,30,81%,29,76%,45,57%,36,NA,NA,NA,NA,NA,NA,36.27,SP,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),771392,St Anne French Immersion Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1140 Monmouth,Windsor,Windsor,Ontario,N8Y3L9,519-256-1911,519-256-4916,http://www.wecdsb.on.ca/122,http://www.wecdsb.on.ca, 465 ,42.31659,-83.005,25.8,99.4,SP,SP,24.1,NA,88%,22,90%,6,74%,8,96%,2,94%,0,64%,-15,NA,NA,NA,NA,NA,NA,29.22,13.97,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),771520,St Anne Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,1200 Oakwood,Essex,Belle River,Ontario,N0R1A0,519-727-8908,519-727-9953,http://mail.wecdsb.on.ca/~201/,http://www.wecdsb.on.ca," 1,235 ",42.30929,-82.88952,3.2,99.8,SP,SP,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92%,1,62%,7,90%,3,9.41,13.92,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),772950,St Anthony Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,166 Centre,Essex,Harrow,Ontario,N0R1G0,519-738-3531,519-738-9166,http://mail.wecdsb.on.ca/~225/,http://www.wecdsb.on.ca, 220 ,42.03711,-82.92126,SP,100,NA,SP,30,NA,43%,-35,57%,-26,21%,-29,81%,0,90%,3,48%,-17,NA,NA,NA,NA,NA,NA,8.39,13.48,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),778150,St Bernard Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,320 Richmond,Amherstburg,Amherstburg,Ontario,N9V1H4,519-736-2166,519-736-1141,http://mail.wecdsb.on.ca/~219/,http://www.wecdsb.on.ca, 172 ,42.10529,-83.09988,SP,100,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24,SP,0.5,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),783692,St Christopher Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1213 E C ROW,Windsor,WINDSOR,Ontario,N8W1Y6,519-972-5106,519-972-9692,http://mail.wecdsb.on.ca/~106/,http://www.wecdsb.on.ca, 486 ,42.28045,-82.99307,10.5,100,SP,2.5,17.1,NA,89%,16,80%,0,71%,12,88%,4,82%,-6,51%,-14,NA,NA,NA,NA,NA,NA,19.23,25.03,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),793361,St Gabriel Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1400 Roselawn,Windsor,Windsor,Ontario,N9E1L8,519-969-3230,519-969-3702,http://mail.wecdsb.on.ca/~131/,http://www.wecdsb.on.ca, 407 ,42.25686,-83.0207,4.9,100,SP,SP,17.7,NA,79%,-3,89%,-4,66%,-7,89%,-3,95%,12,59%,-16,NA,NA,NA,NA,NA,NA,13.82,32.32,0.8,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),799475,St James Catholic School,Catholic,Not applicable,Elementary,English,JK-6,NA,NA,1601 St James,Windsor,Windsor,Ontario,N9C3P6,519-252-9960,519-252-7621,http://mail.wecdsb.on.ca/~134/,http://www.wecdsb.on.ca, 304 ,42.28389,-83.06128,22,100,4.9,5.6,39.5,NA,68%,16,72%,7,45%,16,74%,9,69%,4,24%,-14,NA,NA,NA,NA,NA,NA,41.25,5.94,0.75,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),802590,St John Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1920 Grove,Windsor,Windsor,Ontario,N9B1P6,519-256-4092,519-256-4132,http://mail.wecdsb.on.ca/~136/,http://www.wecdsb.on.ca, 207 ,42.29934,-83.05359,10.1,100,SP,SP,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.51,SP,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),803243,St John de Brebeuf Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,43 Spruce,Kingsville,Kingsville,Ontario,N9Y1T8,519-733-6589,519-733-6580,http://mail.wecdsb.on.ca/~137/,http://www.wecdsb.on.ca, 483 ,42.03665,-82.73453,4.3,100,SP,SP,21.7,NA,79%,2,82%,-3,68%,-6,88%,0,89%,1,68%,0,NA,NA,NA,NA,NA,NA,9.82,13.88,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),802859,St John the Baptist Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 610,494 St Peter,Lakeshore,Belle River,Ontario,N0R1A0,519-728-2150,519-728-4030,http://www.wecdsb.on.ca/226,http://www.wecdsb.on.ca, 302 ,42.28987,-82.70673,SP,100,NA,NA,24.2,NA,87%,10,84%,10,81%,4,86%,-3,94%,5,69%,-14,NA,NA,NA,NA,NA,NA,5.97,24.47,0.667,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),803790,St John the Evangelist Catholic,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1757 Oriole Park,Lakeshore,Woodslee,Ontario,N0R1V0,519-723-4403,519-723-2589,http://mail.wecdsb.on.ca/~208/,http://www.wecdsb.on.ca, 128 ,42.21545,-82.72115,SP,100,NA,NA,23.4,NA,75%,1,100%,11,75%,12,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,SP,11.47,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),781533,St John Vianney Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,8405 Cedarview,Windsor,Windsor,Ontario,N8S1K9,519-948-8817,519-948-6719,http://mail.wecdsb.on.ca/~214/,http://www.wecdsb.on.ca, 758 ,42.33702,-82.93965,12.3,99.5,1.6,1.6,18.3,NA,75%,3,75%,-2,63%,-8,92%,8,90%,5,67%,5,NA,NA,NA,NA,NA,NA,15.31,36.06,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),806188,St Joseph Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,9381 Townline,Amherstburg,River Canard,Ontario,N9J2W6,519-734-1219,519-978-9452,http://www.wecdsb.on.ca/217/,http://www.wecdsb.on.ca, 331 ,42.18593,-83.06879,SP,100,SP,SP,20.8,NA,95%,-5,95%,-5,91%,-3,86%,-4,80%,-17,59%,-14,NA,NA,NA,NA,NA,NA,5.42,34.88,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),736163,St Joseph's,Catholic,Not applicable,Secondary,English,9-12,NA,NA,2425 Clover,Windsor,Windsor,Ontario,N8P2A3,519-735-3326,519-735-5322,http://mail.wecdsb.on.ca/~164/,http://www.wecdsb.on.ca, 952 ,42.31703,-82.91182,18.3,99.8,2.6,2.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87%,0,52%,-3,85%,-3,23.32,7.17,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),816639,St Jules Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1982 Norman,Windsor,Windsor,Ontario,N8T1S2,519-945-2611,519-945-0343,http://mail.wecdsb.on.ca/~140/,http://www.wecdsb.on.ca, 255 ,42.30987,-82.96666,10.6,99.6,5.9,6.3,30.6,NA,68%,19,57%,3,32%,-3,82%,32,82%,32,61%,55,NA,NA,NA,NA,NA,NA,27.99,4.17,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),819492,St Louis Catholic School,Catholic,Not applicable,Elementary,English,JK-6,NA,NA,176 Talbot,Leamington,Leamington,Ontario,N8H1M2,519-326-8636,519-326-4003,http://mail.wecdsb.on.ca/~227/,http://www.wecdsb.on.ca, 333 ,42.05453,-82.58913,17.1,99.7,SP,SP,20.7,NA,66%,8,61%,-18,53%,-9,91%,7,84%,2,60%,5,NA,NA,NA,NA,NA,NA,19.44,SP,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),825964,St Mary Catholic,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 10,12096 County Rd,Lakeshore,Maidstone,Ontario,N0R1K0,519-737-6446,519-737-1864,http://mail.wecdsb.on.ca/~215/,http://www.wecdsb.on.ca, 233 ,42.20889,-82.88477,5.6,99.6,SP,SP,18.5,NA,68%,4,79%,12,57%,7,84%,-2,88%,-7,48%,-4,NA,NA,NA,NA,NA,NA,8.24,19.16,0.667,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),844160,St Peter Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,2451 St Alphonse,Tecumseh,Tecumseh,Ontario,N8N2X2,519-735-2666,519-979-4704,http://www.wecdsb.on.ca/204,http://www.wecdsb.on.ca, 307 ,42.28122,-82.88186,SP,100,NA,SP,15.3,NA,83%,29,79%,8,71%,22,89%,-6,94%,-1,67%,-17,NA,NA,NA,NA,NA,NA,6.36,41.6,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),847704,St Pius X Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,644 Lacasse,Tecumseh,Tecumseh,Ontario,N8N2C1,519-735-3303,519-979-4702,http://mail.wecdsb.on.ca/~203/,http://www.wecdsb.on.ca, 719 ,42.32095,-82.88336,5.3,100,SP,SP,16.1,NA,93%,2,92%,3,84%,0,93%,7,90%,4,73%,11,NA,NA,NA,NA,NA,NA,8.37,34.88,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),849910,St Rose Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,871 St Rose,Windsor,Windsor,Ontario,N8S1X4,519-945-7501,519-945-7516,http://mail.wecdsb.on.ca/~147,http://www.wecdsb.on.ca, 236 ,42.32997,-82.9542,5.5,99.6,SP,SP,25.8,NA,100%,4,100%,0,82%,-6,95%,15,89%,3,82%,14,NA,NA,NA,NA,NA,NA,14.91,14.33,0.5,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),778931,St Teresa of CalcuttaCatholic School,Catholic,Not applicable,Elementary,English,JK-6,NA,NA,1847 Meldrum,NA,Windsor,Ontario,N8W0A9,519-945-6948,519-945-9942,https://sites.google.com/a/wecdsb.on.ca/stoc/,http://www.wecdsb.on.ca, 280 ,42.30761757,-82.98547993,12.1,100,SP,SP,27.1,NA,67%,-12,70%,-16,51%,-8,91%,28,79%,24,36%,2,NA,NA,NA,NA,NA,NA,28.75,SP,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),864170,St Thomas of Villanova Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,2800 North,LaSalle,LaSalle,Ontario,N9A6Z6,519-734-6444,519-978-9238,http://www.wecdsb.on.ca/232,http://www.wecdsb.on.ca," 1,162 ",42.18597,-83.03966,3.5,99.8,NA,SP,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93%,3,65%,17,88%,0,11.99,13.03,NA,NA,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),859095,St William Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 130,1217 Faith,Lakeshore,Emeryville,Ontario,N0R1C0,519-727-3393,519-727-4187,www.wecdsb.on.ca/207,http://www.wecdsb.on.ca, 581 ,42.29428,-82.76072,SP,100,NA,SP,19.4,NA,97%,32,95%,24,78%,14,86%,3,85%,-3,64%,-5,NA,NA,NA,NA,NA,NA,5.87,29.77,1,1,Dec-04-17
B67024,Windsor-Essex CDSB,Cath Dist Sch Brd (E/F),839397,St. André,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,13765 St Gregory's,Tecumseh,Tecumseh,Ontario,N8N1K3,NA,NA,NA,http://www.wecdsb.on.ca, 77 ,42.31441,-82.85828,13,100,SP,SP,SP,NA,82%,NA,100%,NA,64%,NA,N/D,NA,N/D,NA,N/D,NA,NA,NA,NA,NA,NA,NA,SP,37.98,1,1,Dec-04-17
